,Age,Education,Occupation,Relationship,Race,Sex,Target
23689,43,Bachelors,Sales,Own-child,Asian-Pac-Islander,Female,>50K
23690,36,HS-grad,Craft-repair,Own-child,White,Male,<=50K
23691,41,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
23692,31,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
23693,22,HS-grad,Exec-managerial,Own-child,White,Female,<=50K
23694,36,Assoc-voc,Craft-repair,Husband,White,Male,<=50K
23695,42,10th,Machine-op-inspct,Husband,White,Male,<=50K
23696,29,HS-grad,Craft-repair,Husband,White,Male,<=50K
23697,25,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
23698,23,Bachelors,Exec-managerial,Not-in-family,White,Male,<=50K
23699,34,HS-grad,Sales,Unmarried,Black,Female,<=50K
23700,27,HS-grad,Adm-clerical,Husband,White,Male,<=50K
23701,32,Bachelors,Sales,Husband,Black,Male,>50K
23702,33,Some-college,Prof-specialty,Not-in-family,White,Male,<=50K
23703,38,Bachelors,Exec-managerial,Not-in-family,White,Female,<=50K
23704,21,Some-college,Machine-op-inspct,Own-child,White,Male,<=50K
23705,39,Assoc-voc,Craft-repair,Husband,White,Male,<=50K
23706,50,Bachelors,Exec-managerial,Husband,White,Male,>50K
23707,32,Some-college,Adm-clerical,Not-in-family,White,Male,<=50K
23708,40,HS-grad,Exec-managerial,Husband,White,Male,>50K
23709,58,Some-college,Exec-managerial,Husband,White,Male,>50K
23710,20,HS-grad,Adm-clerical,Own-child,White,Female,<=50K
23711,63,HS-grad,?,Not-in-family,White,Female,<=50K
23712,56,Bachelors,Adm-clerical,Husband,White,Male,<=50K
23713,30,Bachelors,Protective-serv,Husband,White,Male,<=50K
23714,39,Some-college,Exec-managerial,Unmarried,White,Female,<=50K
23715,25,Assoc-acdm,Prof-specialty,Not-in-family,White,Male,>50K
23716,33,HS-grad,Machine-op-inspct,Husband,White,Male,>50K
23717,41,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
23718,50,Some-college,Craft-repair,Not-in-family,White,Male,<=50K
23719,44,Some-college,Transport-moving,Husband,White,Male,<=50K
23720,27,Bachelors,Exec-managerial,Not-in-family,White,Male,<=50K
23721,27,Bachelors,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,>50K
23722,58,5th-6th,Machine-op-inspct,Husband,White,Male,<=50K
23723,25,Some-college,Tech-support,Own-child,White,Male,<=50K
23724,31,HS-grad,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,<=50K
23725,39,HS-grad,Exec-managerial,Husband,White,Male,>50K
23726,55,Assoc-voc,Craft-repair,Husband,White,Male,>50K
23727,22,Assoc-voc,Other-service,Own-child,White,Female,<=50K
23728,44,Assoc-acdm,Exec-managerial,Not-in-family,White,Male,<=50K
23729,41,Assoc-voc,?,Wife,White,Female,<=50K
23730,44,12th,Transport-moving,Not-in-family,White,Female,<=50K
23731,61,7th-8th,Farming-fishing,Husband,White,Male,<=50K
23732,32,Assoc-voc,Machine-op-inspct,Husband,White,Male,<=50K
23733,35,Bachelors,Exec-managerial,Husband,White,Male,>50K
23734,28,Some-college,Craft-repair,Husband,White,Male,<=50K
23735,57,Bachelors,Exec-managerial,Husband,Asian-Pac-Islander,Male,>50K
23736,32,Doctorate,Prof-specialty,Husband,White,Male,>50K
23737,46,7th-8th,Other-service,Not-in-family,Black,Female,<=50K
23738,26,HS-grad,Other-service,Wife,White,Female,<=50K
23739,43,HS-grad,Craft-repair,Husband,White,Male,<=50K
23740,62,HS-grad,Other-service,Not-in-family,White,Female,<=50K
23741,60,Masters,Prof-specialty,Husband,Asian-Pac-Islander,Male,>50K
23742,67,HS-grad,Sales,Not-in-family,White,Female,<=50K
23743,19,HS-grad,Sales,Unmarried,Black,Female,<=50K
23744,55,HS-grad,?,Not-in-family,White,Female,<=50K
23745,48,10th,Craft-repair,Husband,White,Male,>50K
23746,19,HS-grad,Adm-clerical,Not-in-family,White,Female,<=50K
23747,19,Some-college,Other-service,Not-in-family,White,Female,<=50K
23748,43,HS-grad,Exec-managerial,Unmarried,White,Female,<=50K
23749,31,Doctorate,Prof-specialty,Wife,White,Female,<=50K
23750,65,Some-college,Exec-managerial,Wife,White,Female,<=50K
23751,32,HS-grad,Machine-op-inspct,Not-in-family,White,Female,<=50K
23752,36,Masters,Prof-specialty,Husband,White,Male,>50K
23753,41,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
23754,33,Some-college,Protective-serv,Husband,White,Male,<=50K
23755,72,10th,?,Not-in-family,White,Male,<=50K
23756,34,Bachelors,Sales,Husband,White,Male,>50K
23757,27,Some-college,Craft-repair,Not-in-family,White,Male,<=50K
23758,75,11th,Exec-managerial,Not-in-family,White,Male,<=50K
23759,39,10th,?,Unmarried,White,Female,<=50K
23760,51,HS-grad,Craft-repair,Husband,White,Male,>50K
23761,47,HS-grad,Farming-fishing,Husband,White,Male,<=50K
23762,31,Some-college,Prof-specialty,Not-in-family,White,Male,<=50K
23763,40,Masters,Exec-managerial,Not-in-family,White,Female,>50K
23764,48,HS-grad,Sales,Not-in-family,White,Female,<=50K
23765,36,Bachelors,Protective-serv,Not-in-family,Black,Male,<=50K
23766,18,HS-grad,Other-service,Own-child,White,Male,<=50K
23767,33,HS-grad,Exec-managerial,Not-in-family,White,Female,<=50K
23768,34,Masters,Sales,Husband,White,Male,<=50K
23769,51,Some-college,Craft-repair,Husband,White,Male,>50K
23770,39,Assoc-acdm,Prof-specialty,Not-in-family,White,Female,<=50K
23771,20,HS-grad,Other-service,Own-child,White,Male,<=50K
23772,67,Some-college,Adm-clerical,Not-in-family,Black,Female,<=50K
23773,42,Assoc-voc,Adm-clerical,Not-in-family,White,Female,<=50K
23774,59,11th,Machine-op-inspct,Husband,White,Male,<=50K
23775,31,HS-grad,Protective-serv,Not-in-family,Black,Male,<=50K
23776,19,Some-college,Other-service,Unmarried,Black,Female,<=50K
23777,47,Some-college,Exec-managerial,Not-in-family,White,Female,<=50K
23778,68,7th-8th,Other-service,Husband,White,Male,<=50K
23779,30,Some-college,Handlers-cleaners,Husband,White,Male,<=50K
23780,34,HS-grad,Handlers-cleaners,Not-in-family,White,Male,<=50K
23781,49,7th-8th,Machine-op-inspct,Husband,White,Male,<=50K
23782,38,Some-college,Craft-repair,Husband,White,Male,>50K
23783,60,Some-college,Sales,Husband,White,Male,>50K
23784,51,Some-college,Sales,Husband,White,Male,>50K
23785,24,Bachelors,Adm-clerical,Not-in-family,White,Male,<=50K
23786,18,Some-college,Handlers-cleaners,Own-child,Black,Female,<=50K
23787,24,Bachelors,Exec-managerial,Own-child,White,Female,<=50K
23788,21,5th-6th,Other-service,Husband,White,Male,<=50K
23789,48,HS-grad,Tech-support,Wife,White,Female,>50K
23790,52,9th,Other-service,Wife,White,Female,<=50K
23791,48,HS-grad,Handlers-cleaners,Not-in-family,White,Male,<=50K
23792,40,Bachelors,Prof-specialty,Husband,White,Male,>50K
23793,29,11th,?,Not-in-family,White,Female,<=50K
23794,20,Some-college,Tech-support,Own-child,White,Female,<=50K
23795,31,HS-grad,Sales,Unmarried,White,Female,<=50K
23796,30,Some-college,Exec-managerial,Husband,White,Male,<=50K
23797,30,HS-grad,Craft-repair,Unmarried,White,Male,<=50K
23798,51,HS-grad,Handlers-cleaners,Own-child,White,Female,<=50K
23799,29,Assoc-voc,Exec-managerial,Not-in-family,White,Female,<=50K
23800,56,Masters,Sales,Not-in-family,White,Male,<=50K
23801,46,Bachelors,Tech-support,Unmarried,White,Female,<=50K
23802,41,Some-college,Prof-specialty,Own-child,White,Female,<=50K
23803,29,5th-6th,Other-service,Other-relative,White,Female,<=50K
23804,48,HS-grad,Exec-managerial,Husband,Asian-Pac-Islander,Male,<=50K
23805,34,HS-grad,Sales,Not-in-family,White,Female,<=50K
23806,42,Assoc-voc,Exec-managerial,Husband,White,Male,<=50K
23807,25,HS-grad,Other-service,Unmarried,White,Female,<=50K
23808,47,11th,Other-service,Unmarried,Black,Female,<=50K
23809,23,HS-grad,Sales,Own-child,White,Male,<=50K
23810,43,Assoc-voc,Transport-moving,Husband,White,Male,<=50K
23811,19,Some-college,Other-service,Own-child,Black,Female,<=50K
23812,22,HS-grad,Handlers-cleaners,Own-child,White,Male,<=50K
23813,40,Bachelors,Prof-specialty,Unmarried,White,Female,<=50K
23814,41,Assoc-voc,Craft-repair,Husband,White,Male,<=50K
23815,71,Bachelors,Exec-managerial,Husband,White,Male,>50K
23816,42,HS-grad,Adm-clerical,Husband,White,Male,<=50K
23817,31,Bachelors,Adm-clerical,Not-in-family,White,Male,<=50K
23818,69,Some-college,?,Husband,White,Male,<=50K
23819,58,HS-grad,Farming-fishing,Husband,White,Male,<=50K
23820,36,11th,Other-service,Unmarried,Black,Female,<=50K
23821,31,HS-grad,Transport-moving,Husband,White,Male,<=50K
23822,20,Some-college,?,Own-child,Other,Female,<=50K
23823,41,HS-grad,Adm-clerical,Not-in-family,White,Female,<=50K
23824,35,Some-college,Craft-repair,Husband,White,Male,<=50K
23825,62,7th-8th,?,Husband,White,Male,<=50K
23826,28,Bachelors,Prof-specialty,Own-child,White,Female,<=50K
23827,27,12th,Farming-fishing,Own-child,White,Male,<=50K
23828,17,11th,Handlers-cleaners,Own-child,White,Male,<=50K
23829,35,HS-grad,Sales,Not-in-family,White,Male,>50K
23830,45,Some-college,Other-service,Wife,White,Female,<=50K
23831,44,Bachelors,Adm-clerical,Unmarried,White,Female,<=50K
23832,27,Assoc-voc,Other-service,Not-in-family,Asian-Pac-Islander,Female,<=50K
23833,51,9th,Craft-repair,Husband,White,Male,<=50K
23834,49,HS-grad,Other-service,Not-in-family,White,Female,<=50K
23835,64,10th,Prof-specialty,Husband,White,Male,>50K
23836,54,7th-8th,Transport-moving,Not-in-family,White,Male,<=50K
23837,43,HS-grad,Craft-repair,Husband,Other,Male,<=50K
23838,32,HS-grad,Craft-repair,Unmarried,White,Male,<=50K
23839,36,Assoc-acdm,Sales,Not-in-family,Black,Male,>50K
23840,26,HS-grad,Sales,Other-relative,Asian-Pac-Islander,Male,>50K
23841,37,Bachelors,Exec-managerial,Husband,White,Male,>50K
23842,38,Assoc-acdm,Adm-clerical,Unmarried,White,Female,<=50K
23843,26,12th,Craft-repair,Husband,White,Male,<=50K
23844,50,Bachelors,Craft-repair,Husband,White,Male,>50K
23845,47,Some-college,Craft-repair,Husband,White,Male,>50K
23846,42,HS-grad,Machine-op-inspct,Not-in-family,White,Female,<=50K
23847,66,HS-grad,Transport-moving,Not-in-family,Black,Female,<=50K
23848,43,HS-grad,Adm-clerical,Not-in-family,Black,Female,<=50K
23849,37,Bachelors,Prof-specialty,Husband,White,Male,>50K
23850,37,10th,Exec-managerial,Unmarried,White,Female,<=50K
23851,25,Some-college,Tech-support,Own-child,White,Female,<=50K
23852,29,Bachelors,Craft-repair,Husband,White,Male,>50K
23853,63,HS-grad,?,Husband,White,Male,>50K
23854,50,Assoc-acdm,Machine-op-inspct,Husband,White,Male,>50K
23855,42,Masters,Prof-specialty,Not-in-family,White,Male,<=50K
23856,32,HS-grad,Craft-repair,Own-child,White,Male,<=50K
23857,42,Some-college,Protective-serv,Husband,White,Male,>50K
23858,41,HS-grad,Exec-managerial,Husband,White,Male,<=50K
23859,25,Bachelors,Sales,Not-in-family,White,Male,<=50K
23860,65,HS-grad,Sales,Husband,White,Male,<=50K
23861,32,Some-college,Machine-op-inspct,Husband,White,Male,<=50K
23862,32,HS-grad,Craft-repair,Unmarried,White,Male,<=50K
23863,24,Some-college,Craft-repair,Husband,White,Male,<=50K
23864,51,HS-grad,Exec-managerial,Not-in-family,White,Female,<=50K
23865,67,10th,?,Not-in-family,Black,Female,<=50K
23866,28,11th,Other-service,Unmarried,White,Female,<=50K
23867,32,Some-college,Exec-managerial,Husband,White,Male,>50K
23868,77,Prof-school,Exec-managerial,Husband,White,Male,<=50K
23869,47,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
23870,26,HS-grad,Handlers-cleaners,Not-in-family,White,Male,<=50K
23871,20,Some-college,Handlers-cleaners,Own-child,White,Male,<=50K
23872,57,Some-college,Prof-specialty,Husband,Black,Male,>50K
23873,40,Doctorate,Prof-specialty,Husband,White,Male,<=50K
23874,50,Masters,Sales,Husband,White,Male,>50K
23875,19,7th-8th,Handlers-cleaners,Own-child,White,Male,<=50K
23876,54,12th,Adm-clerical,Husband,White,Male,<=50K
23877,51,Some-college,Protective-serv,Husband,White,Male,>50K
23878,51,Bachelors,Adm-clerical,Husband,White,Male,>50K
23879,38,Some-college,Protective-serv,Husband,White,Male,>50K
23880,68,Bachelors,?,Husband,White,Male,<=50K
23881,17,12th,Sales,Own-child,White,Female,<=50K
23882,32,Bachelors,Exec-managerial,Not-in-family,White,Male,<=50K
23883,29,Some-college,Craft-repair,Husband,White,Male,<=50K
23884,42,Some-college,Sales,Unmarried,White,Male,<=50K
23885,40,HS-grad,Exec-managerial,Unmarried,White,Female,<=50K
23886,27,Some-college,Craft-repair,Husband,White,Male,<=50K
23887,22,Bachelors,Prof-specialty,Own-child,White,Female,<=50K
23888,58,11th,Other-service,Not-in-family,White,Female,<=50K
23889,61,Bachelors,Sales,Husband,White,Male,>50K
23890,42,Bachelors,Craft-repair,Wife,Black,Female,>50K
23891,49,Masters,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,<=50K
23892,41,Bachelors,Exec-managerial,Husband,White,Male,<=50K
23893,43,HS-grad,Machine-op-inspct,Not-in-family,Black,Female,<=50K
23894,46,Bachelors,Sales,Unmarried,White,Male,>50K
23895,28,HS-grad,Transport-moving,Husband,White,Male,>50K
23896,39,Some-college,Sales,Husband,White,Male,>50K
23897,50,Some-college,Craft-repair,Husband,White,Male,>50K
23898,57,Some-college,Adm-clerical,Not-in-family,White,Male,<=50K
23899,47,HS-grad,Other-service,Wife,White,Female,<=50K
23900,79,HS-grad,Farming-fishing,Husband,White,Male,<=50K
23901,40,HS-grad,Priv-house-serv,Wife,White,Female,<=50K
23902,35,Bachelors,Prof-specialty,Husband,Asian-Pac-Islander,Male,<=50K
23903,35,Bachelors,Exec-managerial,Husband,White,Male,<=50K
23904,30,Bachelors,Other-service,Husband,White,Male,>50K
23905,26,10th,Farming-fishing,Not-in-family,Black,Male,<=50K
23906,49,HS-grad,Transport-moving,Unmarried,Black,Female,<=50K
23907,48,HS-grad,Craft-repair,Husband,White,Male,<=50K
23908,22,Some-college,Other-service,Not-in-family,White,Male,<=50K
23909,22,11th,Other-service,Own-child,White,Female,<=50K
23910,50,10th,Adm-clerical,Not-in-family,Black,Female,<=50K
23911,47,HS-grad,Farming-fishing,Husband,White,Male,<=50K
23912,36,HS-grad,Transport-moving,Husband,White,Male,<=50K
23913,44,Assoc-acdm,Craft-repair,Husband,White,Male,>50K
23914,73,9th,Other-service,Unmarried,White,Female,<=50K
23915,24,HS-grad,?,Not-in-family,Asian-Pac-Islander,Female,<=50K
23916,34,Bachelors,Prof-specialty,Husband,White,Male,>50K
23917,37,Some-college,Craft-repair,Husband,Asian-Pac-Islander,Male,<=50K
23918,28,12th,?,Wife,White,Female,<=50K
23919,46,Some-college,Adm-clerical,Wife,White,Female,>50K
23920,20,Some-college,?,Own-child,White,Female,<=50K
23921,29,5th-6th,Farming-fishing,Husband,White,Male,<=50K
23922,24,Assoc-voc,Craft-repair,Husband,White,Male,<=50K
23923,29,Some-college,Prof-specialty,Not-in-family,White,Male,<=50K
23924,18,12th,Adm-clerical,Own-child,White,Female,<=50K
23925,41,Bachelors,Exec-managerial,Unmarried,Black,Female,>50K
23926,59,HS-grad,Craft-repair,Husband,White,Male,>50K
23927,27,5th-6th,Farming-fishing,Unmarried,White,Male,<=50K
23928,50,Assoc-acdm,Craft-repair,Husband,White,Male,<=50K
23929,25,1st-4th,Machine-op-inspct,Not-in-family,White,Male,<=50K
23930,42,Bachelors,Exec-managerial,Unmarried,White,Female,<=50K
23931,36,Some-college,Craft-repair,Husband,White,Male,<=50K
23932,62,Some-college,Adm-clerical,Husband,White,Male,>50K
23933,71,Assoc-voc,Adm-clerical,Not-in-family,White,Female,<=50K
23934,38,Bachelors,Exec-managerial,Not-in-family,White,Male,>50K
23935,44,HS-grad,Adm-clerical,Unmarried,Black,Female,<=50K
23936,19,10th,?,Own-child,White,Male,<=50K
23937,49,Some-college,Farming-fishing,Husband,White,Male,<=50K
23938,60,Bachelors,Prof-specialty,Husband,White,Male,>50K
23939,28,HS-grad,Exec-managerial,Husband,White,Male,<=50K
23940,26,Bachelors,Sales,Not-in-family,White,Female,<=50K
23941,18,11th,Handlers-cleaners,Own-child,White,Male,<=50K
23942,43,Assoc-voc,Craft-repair,Husband,White,Male,>50K
23943,65,12th,Exec-managerial,Not-in-family,White,Male,<=50K
23944,23,10th,Craft-repair,Own-child,White,Male,<=50K
23945,21,Some-college,Other-service,Own-child,White,Female,<=50K
23946,20,HS-grad,Farming-fishing,Own-child,White,Male,<=50K
23947,19,Some-college,Sales,Own-child,Asian-Pac-Islander,Female,<=50K
23948,77,HS-grad,Adm-clerical,Not-in-family,White,Female,<=50K
23949,32,Assoc-voc,Tech-support,Husband,White,Male,<=50K
23950,37,Some-college,Transport-moving,Husband,White,Male,<=50K
23951,29,HS-grad,Transport-moving,Husband,White,Male,<=50K
23952,59,Doctorate,Prof-specialty,Husband,White,Male,>50K
23953,22,Some-college,Craft-repair,Own-child,White,Male,<=50K
23954,30,Bachelors,?,Wife,White,Female,<=50K
23955,31,HS-grad,Craft-repair,Husband,White,Male,>50K
23956,59,HS-grad,Sales,Husband,White,Male,<=50K
23957,29,Some-college,Other-service,Not-in-family,White,Female,>50K
23958,56,HS-grad,Craft-repair,Husband,White,Male,>50K
23959,19,Some-college,Adm-clerical,Own-child,White,Female,<=50K
23960,37,HS-grad,Farming-fishing,Husband,White,Male,<=50K
23961,58,Masters,Exec-managerial,Husband,White,Male,>50K
23962,41,Masters,Exec-managerial,Husband,White,Male,>50K
23963,29,HS-grad,Sales,Unmarried,White,Male,<=50K
23964,38,HS-grad,Exec-managerial,Husband,White,Male,<=50K
23965,36,Masters,Prof-specialty,Husband,White,Male,>50K
23966,19,Some-college,Craft-repair,Own-child,White,Male,<=50K
23967,46,HS-grad,Exec-managerial,Wife,White,Female,>50K
23968,42,Masters,Prof-specialty,Wife,White,Female,>50K
23969,29,Some-college,Sales,Not-in-family,White,Female,<=50K
23970,42,Bachelors,Prof-specialty,Husband,White,Male,>50K
23971,29,Assoc-acdm,Adm-clerical,Husband,White,Male,<=50K
23972,47,Masters,Prof-specialty,Unmarried,White,Female,<=50K
23973,37,11th,Craft-repair,Husband,White,Male,>50K
23974,39,HS-grad,Farming-fishing,Husband,White,Male,<=50K
23975,46,Bachelors,Sales,Unmarried,Black,Female,>50K
23976,28,Assoc-acdm,Transport-moving,Husband,White,Male,<=50K
23977,36,Some-college,Farming-fishing,Husband,White,Male,>50K
23978,39,HS-grad,Adm-clerical,Own-child,White,Female,<=50K
23979,44,Some-college,Prof-specialty,Husband,White,Male,<=50K
23980,70,HS-grad,?,Not-in-family,White,Female,<=50K
23981,60,HS-grad,Other-service,Husband,White,Male,<=50K
23982,35,Bachelors,Exec-managerial,Not-in-family,White,Female,>50K
23983,59,Bachelors,Craft-repair,Husband,Black,Male,>50K
23984,21,Some-college,Sales,Own-child,White,Female,<=50K
23985,22,Assoc-acdm,Prof-specialty,Own-child,White,Female,<=50K
23986,31,Some-college,Exec-managerial,Husband,White,Male,>50K
23987,40,Bachelors,Exec-managerial,Husband,White,Male,>50K
23988,33,HS-grad,Sales,Husband,White,Male,>50K
23989,41,Masters,Prof-specialty,Husband,White,Male,<=50K
23990,31,Assoc-acdm,Other-service,Wife,White,Female,>50K
23991,62,Assoc-voc,Other-service,Not-in-family,White,Male,<=50K
23992,43,HS-grad,Prof-specialty,Wife,White,Female,<=50K
23993,28,Bachelors,Prof-specialty,Not-in-family,Black,Female,<=50K
23994,43,10th,Machine-op-inspct,Husband,Black,Male,>50K
23995,55,Masters,Sales,Husband,White,Male,>50K
23996,42,HS-grad,Other-service,Unmarried,White,Female,<=50K
23997,23,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
23998,55,Some-college,Adm-clerical,Husband,White,Male,>50K
23999,44,Bachelors,Exec-managerial,Husband,White,Male,>50K
24000,19,11th,Sales,Own-child,Other,Female,<=50K
24001,23,HS-grad,Machine-op-inspct,Own-child,White,Male,<=50K
24002,41,HS-grad,Craft-repair,Unmarried,White,Female,<=50K
24003,63,HS-grad,?,Husband,White,Male,<=50K
24004,51,HS-grad,Handlers-cleaners,Unmarried,White,Female,<=50K
24005,49,HS-grad,Transport-moving,Not-in-family,White,Male,<=50K
24006,29,Masters,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,<=50K
24007,25,Some-college,Prof-specialty,Not-in-family,White,Male,>50K
24008,44,Prof-school,Prof-specialty,Husband,White,Male,>50K
24009,17,11th,Handlers-cleaners,Own-child,White,Male,<=50K
24010,42,Masters,Exec-managerial,Husband,White,Male,>50K
24011,21,11th,Tech-support,Own-child,White,Female,<=50K
24012,26,Some-college,Transport-moving,Not-in-family,White,Male,<=50K
24013,24,Some-college,Prof-specialty,Not-in-family,White,Male,<=50K
24014,30,Bachelors,Exec-managerial,Husband,White,Male,>50K
24015,58,Bachelors,?,Unmarried,White,Female,>50K
24016,19,HS-grad,Handlers-cleaners,Own-child,White,Male,<=50K
24017,65,7th-8th,Other-service,Other-relative,White,Female,<=50K
